saison,date,lieu,adversaire,buts_barca,buts_adversaire,resultat,tirs_barca,tirs_adversaire,tirs_cadres_barca,corners_barca,jaunes_barca,rouges_barca,arbitre
0304,2003-12-21,domicile,Celta,1,1,N,,,,,,,
0304,2004-01-04,exterieur,Santander,0,3,D,,,,,,,
0304,2004-01-11,domicile,Zaragoza,3,0,V,,,,,,,
0304,2004-01-17,domicile,Ath Bilbao,1,1,N,,,,,,,
0304,2004-01-25,exterieur,Sevilla,1,0,V,,,,,,,
0304,2004-02-01,domicile,Albacete,5,0,V,,,,,,,
0304,2004-02-08,exterieur,Osasuna,2,1,V,,,,,,,
0304,2004-02-15,domicile,Ath Madrid,3,1,V,,,,,,,
0304,2004-02-21,exterieur,Valencia,1,0,V,,,,,,,
0304,2004-02-29,exterieur,La Coruna,3,2,V,,,,,,,
0304,2004-03-07,domicile,Mallorca,3,2,V,,,,,,,
0304,2004-03-14,exterieur,Murcia,2,0,V,,,,,,,
0304,2004-03-21,domicile,Sociedad,1,0,V,,,,,,,
0304,2004-04-03,domicile,Villarreal,0,0,N,,,,,,,
0304,2004-04-10,exterieur,Valladolid,3,1,V,,,,,,,
0304,2004-04-14,exterieur,Betis,1,1,N,,,,,,,
0304,2004-04-18,domicile,Malaga,3,0,V,,,,,,,
0304,2004-04-25,exterieur,Real Madrid,2,1,V,,,,,,,
0304,2004-05-02,domicile,Espanol,4,1,V,,,,,,,
0304,2004-05-08,exterieur,Celta,0,1,D,,,,,,,
0304,2004-05-16,domicile,Santander,1,0,V,,,,,,,
0304,2004-05-23,exterieur,Zaragoza,1,2,D,,,,,,,
0405,2004-08-29,exterieur,Santander,2,0,V,,,,,,,
0405,2004-09-11,domicile,Sevilla,2,0,V,,,,,,,
0405,2004-09-19,exterieur,Ath Madrid,1,1,N,,,,,,,
0405,2004-09-23,domicile,Zaragoza,4,1,V,,,,,,,
0405,2004-09-26,exterieur,Mallorca,3,1,V,,,,,,,
0405,2004-10-03,domicile,Numancia,1,0,V,,,,,,,
0405,2004-10-16,exterieur,Espanol,1,0,V,,,,,,,
0405,2004-10-24,domicile,Osasuna,3,0,V,,,,,,,
0405,2004-10-30,exterieur,Ath Bilbao,1,1,N,,,,,,,
0405,2004-11-06,domicile,La Coruna,2,1,V,,,,,,,
0405,2004-11-14,exterieur,Betis,1,2,D,,,,,,,
0405,2004-11-20,domicile,Real Madrid,3,0,V,,,,,,,
0405,2004-11-27,exterieur,Getafe,2,1,V,,,,,,,
0405,2004-12-04,domicile,Malaga,4,0,V,,,,,,,
0405,2004-12-11,exterieur,Albacete,2,1,V,,,,,,,
0405,2004-12-18,domicile,Valencia,1,1,N,,,,,,,
0405,2004-12-21,domicile,Levante,2,1,V,,,,,,,
0405,2005-01-09,exterieur,Villarreal,0,3,D,,,,,,,
0405,2005-01-16,domicile,Sociedad,1,0,V,,,,,,,
0405,2005-01-22,domicile,Santander,3,0,V,,,,,,,
0405,2005-01-29,exterieur,Sevilla,4,0,V,,,,,,,
0405,2005-02-06,domicile,Ath Madrid,0,2,D,,,,,,,
0405,2005-02-12,exterieur,Zaragoza,4,1,V,,,,,,,
0405,2005-02-19,domicile,Mallorca,2,0,V,,,,,,,
0405,2005-02-26,exterieur,Numancia,1,1,N,,,,,,,
0405,2005-03-01,domicile,Espanol,0,0,N,,,,,,,
0405,2005-03-05,exterieur,Osasuna,1,0,V,,,,,,,
0405,2005-03-12,domicile,Ath Bilbao,2,0,V,,,,,,,
0405,2005-03-19,exterieur,La Coruna,1,0,V,,,,,,,
0405,2005-04-03,domicile,Betis,3,3,N,,,,,,,
0405,2005-04-10,exterieur,Real Madrid,2,4,D,,,,,,,
0405,2005-04-17,domicile,Getafe,2,0,V,,,,,,,
0405,2005-04-24,exterieur,Malaga,4,0,V,,,,,,,
0405,2005-05-01,domicile,Albacete,2,0,V,,,,,,,
0405,2005-05-08,exterieur,Valencia,2,0,V,,,,,,,
0405,2005-05-14,exterieur,Levante,1,1,N,,,,,,,
0405,2005-05-22,domicile,Villarreal,3,3,N,,,,,,,
0405,2005-05-29,exterieur,Sociedad,0,0,N,,,,,,,
0506,2005-08-27,exterieur,Alaves,0,0,N,17,5,10,7,1,0,
0506,2005-09-11,domicile,Mallorca,2,0,V,23,6,7,7,2,0,
0506,2005-09-18,exterieur,Ath Madrid,1,2,D,18,16,4,7,2,0,
0506,2005-09-21,domicile,Valencia,2,2,N,10,5,5,7,3,0,
0506,2005-09-24,exterieur,Betis,4,1,V,23,9,10,7,2,0,
0506,2005-10-01,domicile,Zaragoza,2,2,N,22,7,7,1,4,0,
0506,2005-10-15,exterieur,La Coruna,3,3,N,13,9,6,3,4,0,
0506,2005-10-22,domicile,Osasuna,3,0,V,24,6,10,7,1,0,
0506,2005-10-26,domicile,Malaga,2,0,V,36,4,20,12,0,0,
0506,2005-10-30,domicile,Sociedad,5,0,V,21,2,8,4,1,0,
0506,2005-11-06,exterieur,Getafe,3,1,V,10,7,7,4,0,0,
0506,2005-11-19,exterieur,Real Madrid,3,0,V,20,5,7,6,2,0,
0506,2005-11-27,domicile,Santander,4,1,V,25,3,7,8,1,0,
0506,2005-12-04,exterieur,Villarreal,2,0,V,11,6,4,5,4,1,
0506,2005-12-11,domicile,Sevilla,2,1,V,14,7,3,7,4,0,
0506,2005-12-17,exterieur,Cadiz,3,1,V,19,12,9,8,1,0,
0506,2005-12-20,domicile,Celta,2,0,V,15,4,7,6,1,0,
0506,2006-01-07,exterieur,Espanol,2,1,V,19,9,7,6,3,0,
0506,2006-01-15,domicile,Ath Bilbao,2,1,V,16,8,9,7,2,1,
0506,2006-01-22,domicile,Alaves,2,0,V,25,3,7,7,1,0,
0506,2006-01-29,exterieur,Mallorca,3,0,V,15,5,4,6,3,0,
0506,2006-02-05,domicile,Ath Madrid,1,3,D,15,13,6,6,3,0,
0506,2006-02-12,exterieur,Valencia,0,1,D,18,9,5,5,4,0,
0506,2006-02-18,domicile,Betis,5,1,V,19,13,8,4,4,0,
0506,2006-02-25,exterieur,Zaragoza,2,0,V,8,5,2,1,0,0,
0506,2006-03-04,domicile,La Coruna,3,2,V,16,7,7,8,3,0,
0506,2006-03-12,exterieur,Osasuna,1,2,D,8,11,4,1,2,2,
0506,2006-03-18,exterieur,Sociedad,2,0,V,14,9,6,3,2,0,
0506,2006-03-21,domicile,Getafe,3,1,V,15,9,4,10,1,0,
0506,2006-03-25,exterieur,Malaga,0,0,N,23,13,10,5,0,0,
0506,2006-04-01,domicile,Real Madrid,1,1,N,35,3,11,12,2,0,
0506,2006-04-09,exterieur,Santander,2,2,N,10,8,3,1,1,1,
0506,2006-04-14,domicile,Villarreal,1,0,V,14,10,4,8,1,0,
0506,2006-04-29,domicile,Cadiz,1,0,V,14,7,4,2,1,0,
0506,2006-05-03,exterieur,Celta,1,0,V,14,13,5,2,3,0,
0506,2006-05-06,domicile,Espanol,2,0,V,15,19,5,8,0,0,
0506,2006-05-13,exterieur,Sevilla,2,3,D,16,16,4,4,1,1,
0506,2006-05-20,exterieur,Ath Bilbao,1,3,D,13,15,4,1,1,0,
0607,2006-08-28,exterieur,Celta,3,2,V,12,12,6,7,2,0,
0607,2006-09-09,domicile,Osasuna,3,0,V,16,9,6,5,0,0,
0607,2006-09-17,exterieur,Santander,3,0,V,20,8,7,4,3,0,
0607,2006-09-24,domicile,Valencia,1,1,N,21,6,6,6,1,0,
0607,2006-09-30,exterieur,Ath Bilbao,3,1,V,16,5,4,3,1,0,
0607,2006-10-15,domicile,Sevilla,3,1,V,7,3,5,2,1,0,
0607,2006-10-22,exterieur,Real Madrid,0,2,D,14,18,2,5,2,0,
0607,2006-10-28,domicile,Recreativo,3,0,V,12,6,8,0,2,0,
0607,2006-11-04,exterieur,La Coruna,1,1,N,11,21,2,2,6,0,
0607,2006-11-12,domicile,Zaragoza,3,1,V,9,12,4,7,4,1,
0607,2006-11-19,exterieur,Mallorca,4,1,V,9,6,5,5,1,0,
0607,2006-11-25,domicile,Villarreal,4,0,V,18,11,12,11,2,0,
0607,2006-12-02,exterieur,Levante,1,1,N,15,16,4,3,2,0,
0607,2006-12-09,domicile,Sociedad,1,0,V,14,9,5,5,0,1,
0607,2006-12-21,domicile,Ath Madrid,1,1,N,13,6,4,6,4,0,
0607,2007-01-07,exterieur,Getafe,1,1,N,8,13,3,4,1,0,
0607,2007-01-13,exterieur,Espanol,1,3,D,12,17,6,2,2,0,
0607,2007-01-21,domicile,Gimnastic,3,0,V,11,5,5,1,1,0,
0607,2007-01-24,exterieur,Betis,1,1,N,9,11,5,7,4,0,
0607,2007-01-28,domicile,Celta,3,1,V,15,4,9,5,1,0,
0607,2007-02-04,exterieur,Osasuna,0,0,N,13,15,3,5,2,0,
0607,2007-02-11,domicile,Santander,2,0,V,17,6,7,2,1,0,
0607,2007-02-18,exterieur,Valencia,1,2,D,13,6,3,6,5,1,
0607,2007-02-25,domicile,Ath Bilbao,3,0,V,15,5,8,9,0,0,
0607,2007-03-03,exterieur,Sevilla,1,2,D,9,14,5,2,2,2,
0607,2007-03-10,domicile,Real Madrid,3,3,N,18,13,9,2,3,1,
0607,2007-03-17,exterieur,Recreativo,4,0,V,11,13,6,2,2,0,
0607,2007-03-31,domicile,La Coruna,2,1,V,19,13,6,4,3,0,
0607,2007-04-07,exterieur,Zaragoza,0,1,D,8,14,4,5,6,0,
0607,2007-04-15,domicile,Mallorca,1,0,V,24,5,4,7,1,0,
0607,2007-04-22,exterieur,Villarreal,0,2,D,15,9,7,8,2,0,
0607,2007-04-29,domicile,Levante,1,0,V,16,9,8,3,2,0,
0607,2007-05-05,exterieur,Sociedad,2,0,V,12,8,6,9,2,0,
0607,2007-05-13,domicile,Betis,1,1,N,18,4,3,7,2,0,
0607,2007-05-20,exterieur,Ath Madrid,6,0,V,20,17,11,6,0,0,
0607,2007-05-26,domicile,Getafe,1,0,V,12,9,5,4,3,1,
0607,2007-06-09,domicile,Espanol,2,2,N,25,8,6,11,2,0,
0607,2007-06-17,exterieur,Gimnastic,5,1,V,23,10,12,6,0,0,
0708,2007-08-26,exterieur,Santander,0,0,N,13,14,3,8,1,0,
0708,2007-09-02,domicile,Ath Bilbao,3,1,V,16,9,6,4,1,1,
0708,2007-09-16,exterieur,Osasuna,0,0,N,9,7,3,1,2,0,
0708,2007-09-22,domicile,Sevilla,2,1,V,15,6,6,6,3,0,
0708,2007-09-26,domicile,Zaragoza,4,1,V,25,5,13,12,2,0,
0708,2007-09-29,exterieur,Levante,4,1,V,15,7,9,3,0,0,
0708,2007-10-07,domicile,Ath Madrid,3,0,V,17,8,10,5,1,0,
0708,2007-10-20,exterieur,Villarreal,1,3,D,13,8,6,9,3,0,
0708,2007-10-28,domicile,Almeria,2,0,V,14,7,6,11,2,0,
0708,2007-11-01,exterieur,Valladolid,1,1,N,12,13,2,11,0,0,
0708,2007-11-04,domicile,Betis,3,0,V,19,6,7,6,0,0,
0708,2007-11-10,exterieur,Getafe,0,2,D,10,13,2,4,4,1,
0708,2007-11-24,domicile,Recreativo,3,0,V,19,4,7,13,2,0,
0708,2007-12-01,exterieur,Espanol,1,1,N,16,12,7,7,1,0,
0708,2007-12-09,domicile,La Coruna,2,1,V,20,9,12,10,1,0,
0708,2007-12-15,exterieur,Valencia,3,0,V,16,11,11,6,1,0,
0708,2007-12-23,domicile,Real Madrid,0,1,D,16,11,6,7,2,0,
0708,2008-01-05,exterieur,Mallorca,2,0,V,15,10,4,5,3,0,
0708,2008-01-12,domicile,Murcia,4,0,V,18,9,10,4,3,0,
0708,2008-01-20,domicile,Santander,1,0,V,12,9,2,5,1,0,
0708,2008-01-27,exterieur,Ath Bilbao,1,1,N,8,17,2,3,0,0,
0708,2008-02-03,domicile,Osasuna,1,0,V,17,9,6,10,0,0,
0708,2008-02-09,exterieur,Sevilla,1,1,N,13,19,5,2,4,0,
0708,2008-02-16,exterieur,Zaragoza,2,1,V,12,13,5,3,2,0,
0708,2008-02-24,domicile,Levante,5,1,V,21,8,8,8,0,0,
0708,2008-03-01,exterieur,Ath Madrid,2,4,D,17,8,5,5,4,0,
0708,2008-03-09,domicile,Villarreal,1,2,D,9,8,4,10,5,0,
0708,2008-03-16,exterieur,Almeria,2,2,N,8,18,5,5,3,1,
0708,2008-03-23,domicile,Valladolid,4,1,V,18,11,11,4,1,0,
0708,2008-03-29,exterieur,Betis,2,3,D,13,13,5,3,0,0,
0708,2008-04-06,domicile,Getafe,0,0,N,19,11,2,9,2,0,
0708,2008-04-12,exterieur,Recreativo,2,2,N,11,14,3,5,2,0,
0708,2008-04-19,domicile,Espanol,0,0,N,18,6,6,7,6,0,
0708,2008-04-26,exterieur,La Coruna,0,2,D,10,24,1,2,4,0,
0708,2008-05-04,domicile,Valencia,6,0,V,17,6,12,7,3,0,
0708,2008-05-07,exterieur,Real Madrid,1,4,D,14,19,4,3,4,1,
0708,2008-05-11,domicile,Mallorca,2,3,D,12,22,4,6,1,1,
0708,2008-05-17,exterieur,Murcia,5,3,V,16,21,9,6,1,0,
0809,2008-08-31,exterieur,Numancia,0,1,D,25,5,5,7,2,0,
0809,2008-09-13,domicile,Santander,1,1,N,18,2,7,9,1,0,
0809,2008-09-21,exterieur,Sp Gijon,6,1,V,23,5,8,14,0,0,
0809,2008-09-24,domicile,Betis,3,2,V,18,8,8,6,2,0,
0809,2008-09-27,exterieur,Espanol,2,1,V,33,5,8,12,2,0,
0809,2008-10-04,domicile,Ath Madrid,6,1,V,19,7,8,5,1,0,
0809,2008-10-19,exterieur,Ath Bilbao,1,0,V,14,9,3,5,3,0,
0809,2008-10-25,domicile,Almeria,5,0,V,13,6,9,6,0,0,
0809,2008-11-01,exterieur,Malaga,4,1,V,14,5,4,4,3,0,
0809,2008-11-08,domicile,Valladolid,6,0,V,22,3,13,9,1,0,
0809,2008-11-16,exterieur,Recreativo,2,0,V,21,7,8,5,2,0,
0809,2008-11-23,domicile,Getafe,1,1,N,14,7,4,13,3,0,
0809,2008-11-29,exterieur,Sevilla,3,0,V,22,10,9,2,3,0,
0809,2008-12-06,domicile,Valencia,4,0,V,17,5,7,3,0,0,
0809,2008-12-13,domicile,Real Madrid,2,0,V,19,6,8,11,3,0,
0809,2008-12-21,exterieur,Villarreal,2,1,V,16,8,7,7,2,1,
0809,2009-01-03,domicile,Mallorca,3,1,V,18,6,8,5,4,0,
0809,2009-01-11,exterieur,Osasuna,3,2,V,17,6,9,7,3,0,
0809,2009-01-17,domicile,La Coruna,5,0,V,21,1,10,9,0,0,
0809,2009-01-24,domicile,Numancia,4,1,V,24,4,8,3,2,0,
0809,2009-02-01,exterieur,Santander,2,1,V,8,7,2,3,2,2,
0809,2009-02-08,domicile,Sp Gijon,3,1,V,18,5,7,7,2,0,
0809,2009-02-14,exterieur,Betis,2,2,N,23,7,12,7,2,0,
0809,2009-02-21,domicile,Espanol,1,2,D,20,4,2,4,6,1,
0809,2009-03-01,exterieur,Ath Madrid,3,4,D,14,22,6,3,2,0,
0809,2009-03-07,domicile,Ath Bilbao,2,0,V,28,5,10,5,3,0,
0809,2009-03-15,exterieur,Almeria,2,0,V,17,5,7,5,0,0,
0809,2009-03-22,domicile,Malaga,6,0,V,27,10,14,10,2,0,
0809,2009-04-04,exterieur,Valladolid,1,0,V,13,7,4,4,0,0,
0809,2009-04-11,domicile,Recreativo,2,0,V,16,7,6,15,0,0,
0809,2009-04-18,exterieur,Getafe,1,0,V,17,3,8,5,2,0,
0809,2009-04-22,domicile,Sevilla,4,0,V,28,6,7,9,2,0,
0809,2009-04-25,exterieur,Valencia,2,2,N,14,10,6,9,2,0,
0809,2009-05-02,exterieur,Real Madrid,6,2,V,17,5,13,2,2,0,
0809,2009-05-10,domicile,Villarreal,3,3,N,15,6,3,4,1,1,
0809,2009-05-17,exterieur,Mallorca,1,2,D,17,16,10,7,2,0,
0809,2009-05-23,domicile,Osasuna,0,1,D,9,10,3,7,3,1,
0809,2009-05-30,exterieur,La Coruna,1,1,N,18,15,5,5,1,0,
0910,2009-08-31,domicile,Sp Gijon,3,0,V,20,9,9,9,0,0,
0910,2009-09-12,exterieur,Getafe,2,0,V,14,19,9,5,0,0,
0910,2009-09-19,domicile,Ath Madrid,5,2,V,8,14,6,7,1,0,
0910,2009-09-22,exterieur,Santander,4,1,V,20,4,6,3,1,0,
0910,2009-09-26,exterieur,Malaga,2,0,V,11,3,6,1,3,0,
0910,2009-10-03,domicile,Almeria,1,0,V,17,0,7,10,3,0,
0910,2009-10-17,exterieur,Valencia,0,0,N,12,13,3,6,2,0,
0910,2009-10-25,domicile,Zaragoza,6,1,V,17,7,13,6,0,0,
0910,2009-10-31,exterieur,Osasuna,1,1,N,16,9,7,7,3,0,
0910,2009-11-07,domicile,Mallorca,4,2,V,18,10,10,2,1,0,
0910,2009-11-21,exterieur,Ath Bilbao,1,1,N,13,8,3,7,1,0,
0910,2009-11-29,domicile,Real Madrid,1,0,V,9,16,4,6,0,1,
0910,2009-12-02,exterieur,Xerez,2,0,V,14,7,3,9,0,0,
0910,2009-12-05,exterieur,La Coruna,3,1,V,19,4,9,9,2,0,
0910,2009-12-12,domicile,Espanol,1,0,V,15,7,3,10,3,0,
0910,2010-01-02,domicile,Villarreal,1,1,N,12,8,3,6,2,0,
0910,2010-01-10,exterieur,Tenerife,5,0,V,15,13,5,1,2,0,
0910,2010-01-16,domicile,Sevilla,4,0,V,27,4,12,11,2,0,
0910,2010-01-23,exterieur,Valladolid,3,0,V,14,11,8,5,2,0,
0910,2010-01-30,exterieur,Sp Gijon,1,0,V,22,5,5,10,3,0,
0910,2010-02-06,domicile,Getafe,2,1,V,18,13,8,5,4,2,
0910,2010-02-14,exterieur,Ath Madrid,1,2,D,13,13,7,7,5,0,
0910,2010-02-20,domicile,Santander,4,0,V,16,5,9,6,3,0,
0910,2010-02-27,domicile,Malaga,2,1,V,20,5,8,13,1,0,
0910,2010-03-06,exterieur,Almeria,2,2,N,22,7,8,5,0,1,
0910,2010-03-14,domicile,Valencia,3,0,V,19,7,8,7,1,0,
0910,2010-03-21,exterieur,Zaragoza,4,2,V,18,10,6,6,3,0,
0910,2010-03-24,domicile,Osasuna,2,0,V,16,3,5,8,4,0,
0910,2010-03-27,exterieur,Mallorca,1,0,V,7,10,5,8,3,0,
0910,2010-04-03,domicile,Ath Bilbao,4,1,V,17,14,7,7,1,0,
0910,2010-04-10,exterieur,Real Madrid,2,0,V,8,16,4,7,4,0,
0910,2010-04-14,domicile,La Coruna,3,0,V,21,5,11,14,0,0,
0910,2010-04-17,exterieur,Espanol,0,0,N,4,9,1,4,2,1,
0910,2010-04-24,domicile,Xerez,3,1,V,14,8,7,3,1,0,
0910,2010-05-01,exterieur,Villarreal,4,1,V,15,8,6,4,3,0,
0910,2010-05-04,domicile,Tenerife,4,1,V,21,4,8,9,0,0,
0910,2010-05-08,exterieur,Sevilla,3,2,V,18,7,7,4,6,0,
0910,2010-05-16,domicile,Valladolid,4,0,V,14,10,7,7,1,0,
1011,2010-08-29,exterieur,Santander,3,0,V,9,11,5,5,1,0,
1011,2010-09-11,domicile,Hercules,0,2,D,17,9,9,14,2,0,
1011,2010-09-19,exterieur,Ath Madrid,2,1,V,16,7,8,6,5,0,
1011,2010-09-22,domicile,Sp Gijon,1,0,V,16,3,5,8,2,0,
1011,2010-09-25,exterieur,Ath Bilbao,3,1,V,25,11,10,8,1,1,
1011,2010-10-03,domicile,Mallorca,1,1,N,26,11,10,13,0,0,
1011,2010-10-16,domicile,Valencia,2,1,V,12,8,8,7,2,0,
1011,2010-10-23,exterieur,Zaragoza,2,0,V,20,5,10,3,1,0,
1011,2010-10-30,domicile,Sevilla,5,0,V,18,3,9,11,1,0,
1011,2010-11-07,exterieur,Getafe,3,1,V,14,12,8,3,1,1,
1011,2010-11-13,domicile,Villarreal,3,1,V,15,9,5,4,2,0,
1011,2010-11-20,exterieur,Almeria,8,0,V,18,9,13,5,1,0,
1011,2010-11-29,domicile,Real Madrid,5,0,V,15,5,6,3,5,0,
1011,2010-12-04,exterieur,Osasuna,3,0,V,16,4,8,5,0,0,
1011,2010-12-12,domicile,Sociedad,5,0,V,21,2,9,11,1,0,
1011,2010-12-18,exterieur,Espanol,5,1,V,19,7,10,7,3,0,
1011,2011-01-02,domicile,Levante,2,1,V,22,4,10,12,4,0,
1011,2011-01-08,exterieur,La Coruna,4,0,V,8,7,5,7,0,0,
1011,2011-01-16,domicile,Malaga,4,1,V,13,4,9,8,1,0,
1011,2011-01-22,domicile,Santander,3,0,V,14,7,11,8,0,0,
1011,2011-01-29,exterieur,Hercules,3,0,V,22,4,8,9,1,0,
1011,2011-02-05,domicile,Ath Madrid,3,0,V,15,10,8,5,2,0,
1011,2011-02-12,exterieur,Sp Gijon,1,1,N,15,7,6,10,6,0,
1011,2011-02-20,domicile,Ath Bilbao,2,1,V,20,5,5,11,3,0,
1011,2011-02-26,exterieur,Mallorca,3,0,V,7,8,4,2,0,0,
1011,2011-03-02,exterieur,Valencia,1,0,V,20,7,8,4,1,0,
1011,2011-03-05,domicile,Zaragoza,1,0,V,23,3,12,13,1,0,
1011,2011-03-13,exterieur,Sevilla,1,1,N,12,11,6,4,2,0,
1011,2011-03-19,domicile,Getafe,2,1,V,14,8,6,5,3,0,
1011,2011-04-02,exterieur,Villarreal,1,0,V,10,7,6,8,4,0,
1011,2011-04-09,domicile,Almeria,3,1,V,14,2,4,8,3,0,
1011,2011-04-16,exterieur,Real Madrid,1,1,N,11,13,6,0,5,0,
1011,2011-04-23,domicile,Osasuna,2,0,V,11,14,2,6,2,0,
1011,2011-04-30,exterieur,Sociedad,1,2,D,13,8,7,5,1,0,
1011,2011-05-08,domicile,Espanol,2,0,V,14,6,6,8,1,0,
1011,2011-05-11,exterieur,Levante,1,1,N,10,9,2,3,1,0,
1011,2011-05-15,domicile,La Coruna,0,0,N,8,8,2,5,0,0,
1011,2011-05-21,exterieur,Malaga,3,1,V,18,13,8,8,2,0,
1112,2011-08-29,domicile,Villarreal,5,0,V,18,5,9,12,3,0,
1112,2011-09-10,exterieur,Sociedad,2,2,N,13,10,6,4,1,0,
1112,2011-09-17,domicile,Osasuna,8,0,V,18,7,14,8,1,0,
1112,2011-09-21,exterieur,Valencia,2,2,N,10,9,7,3,1,0,
1112,2011-09-24,domicile,Ath Madrid,5,0,V,18,6,8,8,1,0,
1112,2011-10-02,exterieur,Sp Gijon,1,0,V,14,4,4,5,2,0,
1112,2011-10-15,domicile,Santander,3,0,V,19,3,6,6,0,0,
1112,2011-10-22,domicile,Sevilla,0,0,N,21,6,6,13,2,0,
1112,2011-10-25,exterieur,Granada,1,0,V,17,2,7,10,4,0,
1112,2011-10-29,domicile,Mallorca,5,0,V,18,2,10,9,1,0,
1112,2011-11-06,exterieur,Ath Bilbao,2,2,N,16,4,9,5,1,0,
1112,2011-11-19,domicile,Zaragoza,4,0,V,27,4,11,6,2,0,
1112,2011-11-26,exterieur,Getafe,0,1,D,21,7,7,13,2,0,
1112,2011-11-29,domicile,Vallecano,4,0,V,12,10,6,5,2,0,
1112,2011-12-03,domicile,Levante,5,0,V,18,6,9,10,2,0,
1112,2011-12-10,exterieur,Real Madrid,3,1,V,12,17,7,5,3,0,
1112,2012-01-08,exterieur,Espanol,1,1,N,10,14,3,4,1,0,
1112,2012-01-15,domicile,Betis,4,2,V,16,10,9,5,3,0,
1112,2012-01-22,exterieur,Malaga,4,1,V,16,9,11,2,0,0,
1112,2012-01-28,exterieur,Villarreal,0,0,N,8,5,2,4,0,0,
1112,2012-02-04,domicile,Sociedad,2,1,V,18,8,9,6,0,0,
1112,2012-02-11,exterieur,Osasuna,2,3,D,20,7,8,12,6,0,
1112,2012-02-19,domicile,Valencia,5,1,V,32,3,15,11,0,0,
1112,2012-02-26,exterieur,Ath Madrid,2,1,V,7,10,3,2,5,0,
1112,2012-03-03,domicile,Sp Gijon,3,1,V,15,4,5,13,4,1,
1112,2012-03-11,exterieur,Santander,2,0,V,23,1,8,6,0,0,
1112,2012-03-17,exterieur,Sevilla,2,0,V,17,12,9,4,3,0,
1112,2012-03-20,domicile,Granada,5,3,V,18,6,8,4,2,1,
1112,2012-03-24,exterieur,Mallorca,2,0,V,18,10,6,8,1,1,
1112,2012-03-31,domicile,Ath Bilbao,2,0,V,20,4,14,10,1,0,
1112,2012-04-07,exterieur,Zaragoza,4,1,V,14,14,7,9,5,0,
1112,2012-04-10,domicile,Getafe,4,0,V,14,2,7,13,1,0,
1112,2012-04-14,exterieur,Levante,2,1,V,16,5,8,6,2,0,
1112,2012-04-21,domicile,Real Madrid,1,2,D,14,14,3,4,2,0,
1112,2012-04-29,exterieur,Vallecano,7,0,V,19,10,8,9,1,0,
1112,2012-05-02,domicile,Malaga,4,1,V,11,11,6,4,2,0,
1112,2012-05-05,domicile,Espanol,4,0,V,14,10,6,5,4,0,
1112,2012-05-12,exterieur,Betis,2,2,N,11,5,6,7,0,1,
1213,2012-08-19,domicile,Sociedad,5,1,V,18,5,10,9,2,0,
1213,2012-08-26,exterieur,Osasuna,2,1,V,15,17,10,7,3,0,
1213,2012-09-02,domicile,Valencia,1,0,V,11,4,5,5,1,0,
1213,2012-09-15,exterieur,Getafe,4,1,V,15,6,9,7,2,0,
1213,2012-09-22,domicile,Granada,2,0,V,20,6,11,14,0,0,
1213,2012-09-29,exterieur,Sevilla,3,2,V,15,8,7,7,2,0,
1213,2012-10-07,domicile,Real Madrid,2,2,N,10,10,2,7,2,0,
1213,2012-10-20,exterieur,La Coruna,5,4,V,10,13,6,1,3,1,
1213,2012-10-27,exterieur,Vallecano,5,0,V,15,18,10,4,1,0,
1213,2012-11-03,domicile,Celta,3,1,V,13,11,6,4,1,0,
1213,2012-11-11,exterieur,Mallorca,4,2,V,12,5,5,6,1,0,
1213,2012-11-17,domicile,Zaragoza,3,1,V,8,13,3,5,0,0,
1213,2012-11-25,exterieur,Levante,4,0,V,13,11,7,8,1,0,
1213,2012-12-01,domicile,Ath Bilbao,5,1,V,19,6,10,3,1,0,
1213,2012-12-09,exterieur,Betis,2,1,V,13,9,8,5,2,0,
1213,2012-12-16,domicile,Ath Madrid,4,1,V,11,8,6,9,1,0,
1213,2012-12-22,exterieur,Valladolid,3,1,V,11,5,5,4,1,0,
1213,2013-01-06,domicile,Espanol,4,0,V,19,5,8,7,0,0,
1213,2013-01-13,exterieur,Malaga,3,1,V,12,7,4,5,2,0,
1213,2013-01-19,exterieur,Sociedad,2,3,D,8,14,3,6,2,1,
1213,2013-01-27,domicile,Osasuna,5,1,V,19,3,9,8,1,0,
1213,2013-02-03,exterieur,Valencia,1,1,N,10,17,2,5,1,0,
1213,2013-02-10,domicile,Getafe,6,1,V,17,6,9,4,1,0,
1213,2013-02-16,exterieur,Granada,2,1,V,17,6,8,1,1,0,
1213,2013-02-23,domicile,Sevilla,2,1,V,17,7,3,10,0,0,
1213,2013-03-02,exterieur,Real Madrid,1,2,D,5,14,2,1,6,1,
1213,2013-03-09,domicile,La Coruna,2,0,V,12,4,7,2,2,0,
1213,2013-03-17,domicile,Vallecano,3,1,V,19,17,7,6,1,0,
1213,2013-03-30,exterieur,Celta,2,2,N,8,8,3,9,3,0,
1213,2013-04-06,domicile,Mallorca,5,0,V,22,13,9,5,1,0,
1213,2013-04-14,exterieur,Zaragoza,3,0,V,11,12,6,7,2,0,
1213,2013-04-20,domicile,Levante,1,0,V,18,4,9,11,1,0,
1213,2013-04-27,exterieur,Ath Bilbao,2,2,N,15,7,6,1,2,0,
1213,2013-05-05,domicile,Betis,4,2,V,19,5,10,7,1,0,
1213,2013-05-12,exterieur,Ath Madrid,2,1,V,11,12,3,2,2,0,
1213,2013-05-19,domicile,Valladolid,2,1,V,16,5,4,14,0,0,
