Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
2002-08-09,Trabzonspor,Fenerbahce,0,0,D,0,0,D,,,,,,,,,,,,,
2002-08-10,Ankaragucu,Malatyaspor,1,1,D,1,0,H,,,,,,,,,,,,,
2002-08-10,Bursaspor,Besiktas,2,2,D,1,1,D,,,,,,,,,,,,,
2002-08-10,Diyarbakirspor,Altay,1,1,D,1,0,H,,,,,,,,,,,,,
2002-08-10,Istanbulspor,Adanaspor,2,2,D,0,2,A,,,,,,,,,,,,,
2002-08-11,Galatasaray,Samsunspor,4,1,H,3,1,H,,,,,,,,,,,,,
2002-08-11,Gaziantepspor,Denizlispor,1,1,D,0,1,A,,,,,,,,,,,,,
2002-08-11,Goztep,Elazigspor,2,1,H,0,1,A,,,,,,,,,,,,,
2002-08-11,Kocaelispor,Genclerbirligi,1,3,A,0,2,A,,,,,,,,,,,,,
2002-08-16,Denizlispor,Galatasaray,1,3,A,0,0,D,,,,,,,,,,,,,
2002-08-17,Besiktas,Kocaelispor,2,1,H,0,0,D,,,,,,,,,,,,,
2002-08-17,Elazigspor,Trabzonspor,2,0,H,2,0,H,,,,,,,,,,,,,
2002-08-17,Genclerbirligi,Istanbulspor,4,1,H,0,1,A,,,,,,,,,,,,,
2002-08-17,Malatyaspor,Gaziantepspor,1,1,D,1,0,H,,,,,,,,,,,,,
2002-08-17,Samsunspor,Bursaspor,1,0,H,1,0,H,,,,,,,,,,,,,
2002-08-18,Adanaspor,Diyarbakirspor,2,1,H,1,0,H,,,,,,,,,,,,,
2002-08-18,Altay,Goztep,4,2,H,2,0,H,,,,,,,,,,,,,
2002-08-18,Fenerbahce,Ankaragucu,1,0,H,1,0,H,,,,,,,,,,,,,
2002-08-24,Goztep,Adanaspor,1,4,A,0,1,A,,,,,,,,,,,,,
2002-08-24,Istanbulspor,Besiktas,1,2,A,1,1,D,,,,,,,,,,,,,
2002-08-24,Kocaelispor,Samsunspor,1,2,A,1,2,A,,,,,,,,,,,,,
2002-08-24,Trabzonspor,Altay,0,0,D,0,0,D,,,,,,,,,,,,,
2002-08-25,Ankaragucu,Elazigspor,3,1,H,1,0,H,,,,,,,,,,,,,
2002-08-25,Denizlispor,Malatyaspor,1,0,H,1,0,H,,,,,,,,,,,,,
2002-08-25,Diyarbakirspor,Genclerbirligi,1,4,A,0,1,A,,,,,,,,,,,,,
2002-08-25,Galatasaray,Bursaspor,2,0,H,1,0,H,,,,,,,,,,,,,
2002-08-30,Besiktas,Diyarbakirspor,2,0,H,1,0,H,,,,,,,,,,,,,
2002-08-31,Adanaspor,Trabzonspor,0,1,A,0,0,D,,,,,,,,,,,,,
2002-08-31,Altay,Ankaragucu,2,3,A,1,1,D,,,,,,,,,,,,,
2002-08-31,Bursaspor,Kocaelispor,4,2,H,1,1,D,,,,,,,,,,,,,
2002-08-31,Malatyaspor,Galatasaray,2,2,D,1,1,D,,,,,,,,,,,,,
2002-09-01,Elazigspor,Gaziantepspor,1,3,A,1,2,A,,,,,,,,,,,,,
2002-09-01,Fenerbahce,Denizlispor,3,2,H,2,0,H,,,,,,,,,,,,,
2002-09-01,Genclerbirligi,Goztep,3,1,H,1,0,H,,,,,,,,,,,,,
2002-09-01,Samsunspor,Istanbulspor,1,2,A,1,0,H,,,,,,,,,,,,,
2002-09-11,Gaziantepspor,Fenerbahce,3,3,D,2,1,H,,,,,,,,,,,,,
2002-09-13,Galatasaray,Kocaelispor,2,0,H,2,0,H,,,,,,,,,,,,,
2002-09-14,Ankaragucu,Adanaspor,1,1,D,0,1,A,,,,,,,,,,,,,
2002-09-14,Denizlispor,Elazigspor,3,1,H,1,0,H,,,,,,,,,,,,,
2002-09-14,Malatyaspor,Fenerbahce,2,0,H,1,0,H,,,,,,,,,,,,,
2002-09-14,Trabzonspor,Genclerbirligi,1,1,D,1,0,H,,,,,,,,,,,,,
2002-09-15,Diyarbakirspor,Samsunspor,1,1,D,1,0,H,,,,,,,,,,,,,
2002-09-15,Gaziantepspor,Altay,2,1,H,1,1,D,,,,,,,,,,,,,
2002-09-15,Goztep,Besiktas,2,2,D,1,2,A,,,,,,,,,,,,,
2002-09-15,Istanbulspor,Bursaspor,1,1,D,1,1,D,,,,,,,,,,,,,
2002-09-21,Adanaspor,Gaziantepspor,0,2,A,0,1,A,,,,,,,,,,,,,
2002-09-21,Bursaspor,Diyarbakirspor,4,1,H,1,1,D,,,,,,,,,,,,,
2002-09-21,Elazigspor,Malatyaspor,2,1,H,0,0,D,,,,,,,,,,,,,
2002-09-21,Samsunspor,Goztep,0,0,D,0,0,D,,,,,,,,,,,,,
2002-09-22,Altay,Denizlispor,3,1,H,0,1,A,,,,,,,,,,,,,
2002-09-22,Besiktas,Trabzonspor,0,0,D,0,0,D,,,,,,,,,,,,,
2002-09-22,Genclerbirligi,Ankaragucu,0,1,A,0,0,D,,,,,,,,,,,,,
2002-09-22,Kocaelispor,Istanbulspor,0,1,A,0,0,D,,,,,,,,,,,,,
2002-09-27,Galatasaray,Istanbulspor,2,0,H,2,0,H,,,,,,,,,,,,,
2002-09-28,Ankaragucu,Besiktas,0,1,A,0,1,A,,,,,,,,,,,,,
2002-09-28,Denizlispor,Adanaspor,2,0,H,1,0,H,,,,,,,,,,,,,
2002-09-28,Diyarbakirspor,Kocaelispor,1,1,D,0,1,A,,,,,,,,,,,,,
2002-09-28,Trabzonspor,Samsunspor,0,1,A,0,0,D,,,,,,,,,,,,,
2002-09-29,Fenerbahce,Elazigspor,4,2,H,2,1,H,,,,,,,,,,,,,
2002-09-29,Gaziantepspor,Genclerbirligi,2,0,H,1,0,H,,,,,,,,,,,,,
2002-09-29,Goztep,Bursaspor,1,1,D,1,0,H,,,,,,,,,,,,,
2002-09-29,Malatyaspor,Altay,6,0,H,5,0,H,,,,,,,,,,,,,
2002-10-05,Adanaspor,Malatyaspor,1,1,D,0,0,D,,,,,,,,,,,,,
2002-10-05,Bursaspor,Trabzonspor,1,2,A,0,1,A,,,,,,,,,,,,,
2002-10-05,Elazigspor,Galatasaray,0,0,D,0,0,D,,,,,,,,,,,,,
2002-10-05,Istanbulspor,Diyarbakirspor,1,0,H,0,0,D,,,,,,,,,,,,,
2002-10-06,Altay,Fenerbahce,1,3,A,1,2,A,,,,,,,,,,,,,
2002-10-06,Besiktas,Gaziantepspor,0,0,D,0,0,D,,,,,,,,,,,,,
2002-10-06,Genclerbirligi,Denizlispor,0,0,D,0,0,D,,,,,,,,,,,,,
2002-10-06,Kocaelispor,Goztep,1,3,A,0,0,D,,,,,,,,,,,,,
2002-10-06,Samsunspor,Ankaragucu,1,0,H,0,0,D,,,,,,,,,,,,,
2002-10-18,Fenerbahce,Adanaspor,1,1,D,1,1,D,,,,,,,,,,,,,
2002-10-19,Galatasaray,Diyarbakirspor,1,0,H,1,0,H,,,,,,,,,,,,,
2002-10-19,Gaziantepspor,Samsunspor,4,2,H,2,1,H,,,,,,,,,,,,,
2002-10-19,Goztep,Istanbulspor,1,1,D,0,1,A,,,,,,,,,,,,,
2002-10-19,Malatyaspor,Genclerbirligi,5,4,H,3,2,H,,,,,,,,,,,,,
2002-10-20,Ankaragucu,Bursaspor,4,0,H,0,0,D,,,,,,,,,,,,,
2002-10-20,Denizlispor,Besiktas,1,2,A,0,0,D,,,,,,,,,,,,,
2002-10-20,Elazigspor,Altay,2,0,H,0,0,D,,,,,,,,,,,,,
2002-10-20,Trabzonspor,Kocaelispor,2,0,H,0,0,D,,,,,,,,,,,,,
2002-10-25,Besiktas,Malatyaspor,3,0,H,2,0,H,,,,,,,,,,,,,
2002-10-26,Altay,Galatasaray,1,2,A,1,1,D,,,,,,,,,,,,,
2002-10-26,Istanbulspor,Trabzonspor,1,2,A,1,2,A,,,,,,,,,,,,,
2002-10-26,Kocaelispor,Ankaragucu,3,0,H,1,0,H,,,,,,,,,,,,,
2002-10-26,Samsunspor,Denizlispor,0,0,D,0,0,D,,,,,,,,,,,,,
2002-10-27,Adanaspor,Elazigspor,0,0,D,0,0,D,,,,,,,,,,,,,
2002-10-27,Bursaspor,Gaziantepspor,1,1,D,1,1,D,,,,,,,,,,,,,
2002-10-27,Diyarbakirspor,Goztep,1,0,H,0,0,D,,,,,,,,,,,,,
2002-10-27,Genclerbirligi,Fenerbahce,1,1,D,1,1,D,,,,,,,,,,,,,
2002-11-01,Trabzonspor,Diyarbakirspor,3,0,H,1,0,H,,,,,,,,,,,,,
2002-11-02,Altay,Adanaspor,0,4,A,0,1,A,,,,,,,,,,,,,
2002-11-02,Ankaragucu,Istanbulspor,1,0,H,1,0,H,,,,,,,,,,,,,
2002-11-02,Elazigspor,Genclerbirligi,0,3,A,0,1,A,,,,,,,,,,,,,
2002-11-02,Galatasaray,Goztep,3,1,H,1,0,H,,,,,,,,,,,,,
2002-11-02,Gaziantepspor,Kocaelispor,2,1,H,2,1,H,,,,,,,,,,,,,
2002-11-02,Malatyaspor,Samsunspor,2,1,H,2,0,H,,,,,,,,,,,,,
2002-11-06,Denizlispor,Bursaspor,2,2,D,1,0,H,,,,,,,,,,,,,
2002-11-06,Fenerbahce,Galatasaray,6,0,H,2,0,H,,,,,,,,,,,,,
2002-11-08,Besiktas,Elazigspor,3,1,H,1,1,D,,,,,,,,,,,,,
2002-11-09,Adanaspor,Galatasaray,0,0,D,0,0,D,,,,,,,,,,,,,
2002-11-09,Diyarbakirspor,Ankaragucu,3,0,H,3,0,H,,,,,,,,,,,,,
2002-11-09,Goztep,Trabzonspor,1,2,A,1,2,A,,,,,,,,,,,,,
2002-11-09,Istanbulspor,Gaziantepspor,1,3,A,0,1,A,,,,,,,,,,,,,
2002-11-10,Bursaspor,Malatyaspor,1,1,D,0,0,D,,,,,,,,,,,,,
2002-11-10,Genclerbirligi,Altay,1,0,H,0,0,D,,,,,,,,,,,,,
2002-11-10,Kocaelispor,Denizlispor,2,1,H,1,0,H,,,,,,,,,,,,,
2002-11-10,Samsunspor,Fenerbahce,1,3,A,1,0,H,,,,,,,,,,,,,
2002-11-16,Adanaspor,Genclerbirligi,2,7,A,0,3,A,,,,,,,,,,,,,
2002-11-16,Ankaragucu,Goztep,1,0,H,0,0,D,,,,,,,,,,,,,
2002-11-16,Galatasaray,Trabzonspor,2,1,H,1,1,D,,,,,,,,,,,,,
2002-11-16,Gaziantepspor,Diyarbakirspor,2,0,H,0,0,D,,,,,,,,,,,,,
2002-11-17,Altay,Besiktas,0,1,A,0,0,D,,,,,,,,,,,,,
2002-11-17,Denizlispor,Istanbulspor,2,1,H,0,0,D,,,,,,,,,,,,,
2002-11-17,Elazigspor,Samsunspor,3,1,H,1,1,D,,,,,,,,,,,,,
2002-11-17,Fenerbahce,Bursaspor,7,1,H,3,0,H,,,,,,,,,,,,,
2002-11-17,Malatyaspor,Kocaelispor,2,1,H,1,1,D,,,,,,,,,,,,,
2002-11-23,Besiktas,Adanaspor,3,0,H,2,0,H,,,,,,,,,,,,,
2002-11-23,Diyarbakirspor,Denizlispor,0,0,D,0,0,D,,,,,,,,,,,,,
2002-11-23,Istanbulspor,Malatyaspor,0,0,D,0,0,D,,,,,,,,,,,,,
2002-11-23,Kocaelispor,Fenerbahce,1,2,A,0,1,A,,,,,,,,,,,,,
2002-11-23,Trabzonspor,Ankaragucu,3,0,H,2,0,H,,,,,,,,,,,,,
2002-11-24,Bursaspor,Elazigspor,1,1,D,0,0,D,,,,,,,,,,,,,
2002-11-24,Genclerbirligi,Galatasaray,1,0,H,1,0,H,,,,,,,,,,,,,
2002-11-24,Goztep,Gaziantepspor,2,1,H,0,0,D,,,,,,,,,,,,,
2002-11-24,Samsunspor,Altay,2,4,A,1,0,H,,,,,,,,,,,,,
2002-11-29,Fenerbahce,Istanbulspor,2,0,H,0,0,D,,,,,,,,,,,,,
2002-11-30,Altay,Bursaspor,2,1,H,1,1,D,,,,,,,,,,,,,
2002-11-30,Ankaragucu,Galatasaray,1,2,A,1,1,D,,,,,,,,,,,,,
2002-11-30,Elazigspor,Kocaelispor,0,1,A,0,0,D,,,,,,,,,,,,,
2002-11-30,Gaziantepspor,Trabzonspor,0,0,D,0,0,D,,,,,,,,,,,,,
2002-12-01,Adanaspor,Samsunspor,1,1,D,1,0,H,,,,,,,,,,,,,
2002-12-01,Besiktas,Genclerbirligi,1,1,D,0,0,D,,,,,,,,,,,,,
2002-12-01,Denizlispor,Goztep,0,0,D,0,0,D,,,,,,,,,,,,,
2002-12-01,Malatyaspor,Diyarbakirspor,0,1,A,0,0,D,,,,,,,,,,,,,
2002-12-07,Diyarbakirspor,Fenerbahce,3,0,H,1,0,H,,,,,,,,,,,,,
2002-12-07,Istanbulspor,Elazigspor,2,1,H,0,1,A,,,,,,,,,,,,,
2002-12-07,Kocaelispor,Altay,3,0,H,0,0,D,,,,,,,,,,,,,
2002-12-07,Trabzonspor,Denizlispor,1,0,H,0,0,D,,,,,,,,,,,,,
2002-12-08,Ankaragucu,Gaziantepspor,5,3,H,3,0,H,,,,,,,,,,,,,
2002-12-08,Bursaspor,Adanaspor,3,0,H,0,0,D,,,,,,,,,,,,,
2002-12-08,Galatasaray,Besiktas,0,1,A,0,0,D,,,,,,,,,,,,,
2002-12-08,Goztep,Malatyaspor,0,3,A,0,1,A,,,,,,,,,,,,,
2002-12-08,Samsunspor,Genclerbirligi,2,7,A,1,3,A,,,,,,,,,,,,,
2002-12-13,Gaziantepspor,Galatasaray,1,2,A,1,1,D,,,,,,,,,,,,,
2002-12-14,Adanaspor,Kocaelispor,1,0,H,0,0,D,,,,,,,,,,,,,
2002-12-14,Altay,Istanbulspor,4,3,H,2,0,H,,,,,,,,,,,,,
2002-12-14,Fenerbahce,Goztep,0,0,D,0,0,D,,,,,,,,,,,,,
2002-12-14,Malatyaspor,Trabzonspor,2,2,D,1,1,D,,,,,,,,,,,,,
2002-12-15,Besiktas,Samsunspor,2,0,H,0,0,D,,,,,,,,,,,,,
2002-12-15,Elazigspor,Diyarbakirspor,0,1,A,0,0,D,,,,,,,,,,,,,
2002-12-15,Genclerbirligi,Bursaspor,2,0,H,1,0,H,,,,,,,,,,,,,
2002-12-21,Adanaspor,Istanbulspor,0,3,A,0,2,A,,,,,,,,,,,,,
2002-12-21,Besiktas,Bursaspor,1,0,H,0,0,D,,,,,,,,,,,,,
2002-12-22,Altay,Diyarbakirspor,2,2,D,0,1,A,,,,,,,,,,,,,
2002-12-22,Fenerbahce,Trabzonspor,3,2,H,2,1,H,,,,,,,,,,,,,
2002-12-22,Genclerbirligi,Kocaelispor,5,1,H,3,1,H,,,,,,,,,,,,,
2002-12-22,Samsunspor,Galatasaray,0,1,A,0,0,D,,,,,,,,,,,,,
2003-01-28,Denizlispor,Ankaragucu,2,1,H,1,0,H,,,,,,,,,,,,,
2003-02-02,Denizlispor,Gaziantepspor,1,0,H,0,0,D,,,,,,,,,,,,,
2003-02-02,Elazigspor,Goztep,0,0,D,0,0,D,,,,,,,,,,,,,
2003-02-02,Fenerbahce,Besiktas,0,1,A,0,0,D,,,,,,,,,,,,,
2003-02-02,Malatyaspor,Ankaragucu,3,1,H,3,0,H,,,,,,,,,,,,,
2003-02-08,Bursaspor,Samsunspor,2,1,H,1,1,D,,,,,,,,,,,,,
2003-02-08,Gaziantepspor,Malatyaspor,3,0,H,0,0,D,,,,,,,,,,,,,
2003-02-08,Goztep,Altay,0,2,A,0,0,D,,,,,,,,,,,,,
2003-02-08,Kocaelispor,Besiktas,0,5,A,0,1,A,,,,,,,,,,,,,
2003-02-09,Ankaragucu,Fenerbahce,0,0,D,0,0,D,,,,,,,,,,,,,
2003-02-09,Diyarbakirspor,Adanaspor,2,0,H,0,0,D,,,,,,,,,,,,,
2003-02-09,Istanbulspor,Genclerbirligi,1,3,A,1,1,D,,,,,,,,,,,,,
2003-02-09,Trabzonspor,Elazigspor,1,1,D,0,0,D,,,,,,,,,,,,,
2003-02-15,Fenerbahce,Gaziantepspor,2,0,H,2,0,H,,,,,,,,,,,,,
2003-02-15,Malatyaspor,Denizlispor,2,1,H,1,1,D,,,,,,,,,,,,,
2003-02-15,Samsunspor,Kocaelispor,1,0,H,0,0,D,,,,,,,,,,,,,
2003-02-16,Adanaspor,Goztep,1,2,A,0,1,A,,,,,,,,,,,,,
2003-02-16,Altay,Trabzonspor,1,4,A,0,2,A,,,,,,,,,,,,,
2003-02-16,Besiktas,Istanbulspor,2,1,H,2,0,H,,,,,,,,,,,,,
2003-02-16,Bursaspor,Galatasaray,0,4,A,0,1,A,,,,,,,,,,,,,
2003-02-16,Elazigspor,Ankaragucu,1,0,H,1,0,H,,,,,,,,,,,,,
2003-02-16,Genclerbirligi,Diyarbakirspor,3,1,H,1,0,H,,,,,,,,,,,,,
2003-02-22,Goztep,Genclerbirligi,0,0,D,0,0,D,,,,,,,,,,,,,
2003-02-22,Trabzonspor,Adanaspor,3,1,H,0,0,D,,,,,,,,,,,,,
2003-02-23,Ankaragucu,Altay,3,0,H,1,0,H,,,,,,,,,,,,,
2003-02-23,Galatasaray,Malatyaspor,2,1,H,1,0,H,,,,,,,,,,,,,
2003-02-23,Istanbulspor,Samsunspor,0,1,A,0,1,A,,,,,,,,,,,,,
2003-02-28,Fenerbahce,Malatyaspor,2,0,H,1,0,H,,,,,,,,,,,,,
2003-03-01,Altay,Gaziantepspor,0,0,D,0,0,D,,,,,,,,,,,,,
2003-03-01,Bursaspor,Istanbulspor,1,2,A,0,0,D,,,,,,,,,,,,,
2003-03-01,Genclerbirligi,Trabzonspor,2,1,H,1,1,D,,,,,,,,,,,,,
2003-03-01,Kocaelispor,Galatasaray,0,1,A,0,0,D,,,,,,,,,,,,,
2003-03-02,Adanaspor,Ankaragucu,0,2,A,0,1,A,,,,,,,,,,,,,
2003-03-02,Besiktas,Goztep,7,3,H,4,3,H,,,,,,,,,,,,,
2003-03-02,Elazigspor,Denizlispor,0,2,A,0,1,A,,,,,,,,,,,,,
2003-03-02,Samsunspor,Diyarbakirspor,3,1,H,1,0,H,,,,,,,,,,,,,
2003-03-07,Gaziantepspor,Adanaspor,1,1,D,0,0,D,,,,,,,,,,,,,
2003-03-08,Denizlispor,Altay,1,1,D,1,0,H,,,,,,,,,,,,,
2003-03-08,Galatasaray,Fenerbahce,2,0,H,2,0,H,,,,,,,,,,,,,
2003-03-08,Goztep,Samsunspor,0,0,D,0,0,D,,,,,,,,,,,,,
2003-03-08,Malatyaspor,Elazigspor,1,1,D,1,1,D,,,,,,,,,,,,,
2003-03-09,Ankaragucu,Genclerbirligi,0,1,A,0,1,A,,,,,,,,,,,,,
2003-03-09,Diyarbakirspor,Bursaspor,4,0,H,1,0,H,,,,,,,,,,,,,
2003-03-09,Istanbulspor,Kocaelispor,2,1,H,0,0,D,,,,,,,,,,,,,
2003-03-09,Trabzonspor,Besiktas,1,1,D,0,0,D,,,,,,,,,,,,,
2003-03-14,Genclerbirligi,Gaziantepspor,2,1,H,0,0,D,,,,,,,,,,,,,
2003-03-15,Adanaspor,Denizlispor,2,1,H,1,1,D,,,,,,,,,,,,,
2003-03-15,Elazigspor,Fenerbahce,3,3,D,1,1,D,,,,,,,,,,,,,
2003-03-15,Istanbulspor,Galatasaray,1,2,A,0,0,D,,,,,,,,,,,,,
2003-03-15,Samsunspor,Trabzonspor,1,3,A,0,2,A,,,,,,,,,,,,,
2003-03-16,Altay,Malatyaspor,0,2,A,0,1,A,,,,,,,,,,,,,
2003-03-16,Besiktas,Ankaragucu,1,0,H,1,0,H,,,,,,,,,,,,,
2003-03-16,Bursaspor,Goztep,1,0,H,1,0,H,,,,,,,,,,,,,
2003-03-16,Kocaelispor,Diyarbakirspor,1,1,D,1,1,D,,,,,,,,,,,,,
2003-03-19,Galatasaray,Denizlispor,0,1,A,0,0,D,,,,,,,,,,,,,
2003-03-19,Gaziantepspor,Elazigspor,4,0,H,1,0,H,,,,,,,,,,,,,
2003-03-19,Kocaelispor,Bursaspor,0,0,D,0,0,D,,,,,,,,,,,,,
2003-03-22,Ankaragucu,Samsunspor,3,2,H,1,2,A,,,,,,,,,,,,,
2003-03-22,Diyarbakirspor,Istanbulspor,1,1,D,0,1,A,,,,,,,,,,,,,
2003-03-22,Fenerbahce,Altay,0,1,A,0,0,D,,,,,,,,,,,,,
2003-03-22,Malatyaspor,Adanaspor,1,0,H,0,0,D,,,,,,,,,,,,,
2003-03-23,Denizlispor,Genclerbirligi,1,3,A,0,1,A,,,,,,,,,,,,,
2003-03-23,Galatasaray,Elazigspor,3,0,H,1,0,H,,,,,,,,,,,,,
2003-03-23,Gaziantepspor,Besiktas,1,1,D,1,0,H,,,,,,,,,,,,,
2003-03-23,Goztep,Kocaelispor,1,2,A,1,1,D,,,,,,,,,,,,,
2003-03-23,Trabzonspor,Bursaspor,3,0,H,2,0,H,,,,,,,,,,,,,
2003-04-05,Besiktas,Denizlispor,2,0,H,2,0,H,,,,,,,,,,,,,
