Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
2008-08-23,Buyuksehyr,Eskisehirspor,0,0,D,0,0,D,,,,,,,,,,,,,
2008-08-23,Galatasaray,Denizlispor,4,1,H,1,1,D,,,,,,,,,,,,,
2008-08-23,Gaziantepspor,Fenerbahce,1,0,H,0,0,D,,,,,,,,,,,,,
2008-08-23,Hacettepespor,Bursaspor,1,2,A,1,1,D,,,,,,,,,,,,,
2008-08-23,Sivasspor,Kayserispor,0,0,D,0,0,D,,,,,,,,,,,,,
2008-08-24,Antalyaspor,Besiktas,2,3,A,2,0,H,,,,,,,,,,,,,
2008-08-24,Genclerbirligi,Kocaelispor,1,1,D,1,1,D,,,,,,,,,,,,,
2008-08-24,Konyaspor,Ankaragucu,3,2,H,2,1,H,,,,,,,,,,,,,
2008-08-24,Trabzonspor,Ankaraspor,2,0,H,0,0,D,,,,,,,,,,,,,
2008-08-29,Ankaragucu,Trabzonspor,1,2,A,0,2,A,,,,,,,,,,,,,
2008-08-30,Ankaraspor,Gaziantepspor,0,2,A,0,1,A,,,,,,,,,,,,,
2008-08-30,Fenerbahce,Buyuksehyr,2,0,H,0,0,D,,,,,,,,,,,,,
2008-08-30,Kocaelispor,Sivasspor,0,2,A,0,0,D,,,,,,,,,,,,,
2008-08-31,Bursaspor,Genclerbirligi,2,0,H,0,0,D,,,,,,,,,,,,,
2008-08-31,Denizlispor,Antalyaspor,3,2,H,1,0,H,,,,,,,,,,,,,
2008-08-31,Eskisehirspor,Hacettepespor,0,0,D,0,0,D,,,,,,,,,,,,,
2008-08-31,Kayserispor,Galatasaray,0,0,D,0,0,D,,,,,,,,,,,,,
2008-09-01,Besiktas,Konyaspor,2,0,H,0,0,D,,,,,,,,,,,,,
2008-09-13,Galatasaray,Antalyaspor,1,1,D,1,1,D,,,,,,,,,,,,,
2008-09-13,Hacettepespor,Fenerbahce,2,1,H,1,1,D,,,,,,,,,,,,,
2008-09-13,Kayserispor,Kocaelispor,1,0,H,0,0,D,,,,,,,,,,,,,
2008-09-13,Konyaspor,Denizlispor,1,1,D,0,0,D,,,,,,,,,,,,,
2008-09-14,Buyuksehyr,Ankaraspor,1,2,A,0,0,D,,,,,,,,,,,,,
2008-09-14,Gaziantepspor,Ankaragucu,2,2,D,1,0,H,,,,,,,,,,,,,
2008-09-14,Genclerbirligi,Eskisehirspor,3,1,H,2,0,H,,,,,,,,,,,,,
2008-09-14,Sivasspor,Bursaspor,3,1,H,3,1,H,,,,,,,,,,,,,
2008-09-14,Trabzonspor,Besiktas,0,0,D,0,0,D,,,,,,,,,,,,,
2008-09-19,Denizlispor,Trabzonspor,0,1,A,0,0,D,,,,,,,,,,,,,
2008-09-20,Ankaragucu,Buyuksehyr,0,0,D,0,0,D,,,,,,,,,,,,,
2008-09-20,Eskisehirspor,Sivasspor,2,2,D,1,0,H,,,,,,,,,,,,,
2008-09-20,Fenerbahce,Genclerbirligi,3,0,H,1,0,H,,,,,,,,,,,,,
