Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
2001-08-10,Besiktas,Trabzonspor,1,2,A,0,1,A,,,,,,,,,,,,,
2001-08-11,Fenerbahce,Samsunspor,3,0,H,2,0,H,,,,,,,,,,,,,
2001-08-11,Genclerbirligi,Diyarbakirspor,4,4,D,1,3,A,,,,,,,,,,,,,
2001-08-11,Goztep,Bursaspor,2,0,H,2,0,H,,,,,,,,,,,,,
2001-08-11,Rizespor,Kocaelispor,0,0,D,0,0,D,,,,,,,,,,,,,
2001-08-12,Antalyaspor,Ankaragucu,1,8,A,1,2,A,,,,,,,,,,,,,
2001-08-12,Denizlispor,Yozgatspor,5,0,H,2,0,H,,,,,,,,,,,,,
2001-08-12,Gaziantepspor,Galatasaray,1,1,D,1,1,D,,,,,,,,,,,,,
2001-08-12,Istanbulspor,Malatyaspor,1,0,H,0,0,D,,,,,,,,,,,,,
2001-08-17,Bursaspor,Besiktas,2,2,D,1,0,H,,,,,,,,,,,,,
2001-08-18,Diyarbakirspor,Goztep,1,2,A,0,1,A,,,,,,,,,,,,,
2001-08-18,Galatasaray,Denizlispor,1,0,H,0,0,D,,,,,,,,,,,,,
2001-08-18,Kocaelispor,Antalyaspor,3,1,H,1,0,H,,,,,,,,,,,,,
2001-08-18,Samsunspor,Genclerbirligi,2,2,D,1,1,D,,,,,,,,,,,,,
2001-08-19,Ankaragucu,Malatyaspor,6,0,H,1,0,H,,,,,,,,,,,,,
2001-08-19,Istanbulspor,Fenerbahce,1,0,H,1,0,H,,,,,,,,,,,,,
2001-08-19,Trabzonspor,Gaziantepspor,2,1,H,0,0,D,,,,,,,,,,,,,
2001-08-19,Yozgatspor,Rizespor,2,1,H,1,1,D,,,,,,,,,,,,,
2001-08-24,Trabzonspor,Bursaspor,5,0,H,1,0,H,,,,,,,,,,,,,
2001-08-25,Antalyaspor,Yozgatspor,3,3,D,2,0,H,,,,,,,,,,,,,
2001-08-25,Besiktas,Diyarbakirspor,4,0,H,1,0,H,,,,,,,,,,,,,
2001-08-25,Genclerbirligi,Istanbulspor,0,1,A,0,0,D,,,,,,,,,,,,,
2001-08-25,Goztep,Samsunspor,2,1,H,1,0,H,,,,,,,,,,,,,
2001-08-26,Fenerbahce,Ankaragucu,4,1,H,3,1,H,,,,,,,,,,,,,
2001-08-26,Gaziantepspor,Denizlispor,0,0,D,0,0,D,,,,,,,,,,,,,
2001-08-26,Kocaelispor,Malatyaspor,2,0,H,1,0,H,,,,,,,,,,,,,
2001-08-26,Rizespor,Galatasaray,3,6,A,0,3,A,,,,,,,,,,,,,
2001-09-07,Ankaragucu,Genclerbirligi,2,5,A,0,3,A,,,,,,,,,,,,,
2001-09-08,Bursaspor,Gaziantepspor,0,2,A,0,2,A,,,,,,,,,,,,,
