Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
2012-08-17,Eskisehirspor,Akhisar Belediyespor,0,1,A,0,0,D,,,,,,,,,,,,,
2012-08-18,Elazigspor,Fenerbahce,1,1,D,0,0,D,,,,,,,,,,,,,
2012-08-18,Gaziantepspor,Sivasspor,0,1,A,0,0,D,,,,,,,,,,,,,
2012-08-18,Karabukspor,Trabzonspor,1,1,D,0,1,A,,,,,,,,,,,,,
2012-08-19,Buyuksehyr,Besiktas,1,1,D,0,0,D,,,,,,,,,,,,,
2012-08-19,Kayserispor,Bursaspor,0,1,A,0,1,A,,,,,,,,,,,,,
2012-08-19,Mersin Idman Yurdu,Orduspor,0,0,D,0,0,D,,,,,,,,,,,,,
2012-08-20,Galatasaray,Kasimpasa,2,1,H,1,0,H,,,,,,,,,,,,,
2012-08-20,Genclerbirligi,Antalyaspor,3,1,H,0,0,D,,,,,,,,,,,,,
2012-08-24,Kasimpasa,Karabukspor,2,1,H,1,1,D,,,,,,,,,,,,,
2012-08-25,Akhisar Belediyespor,Genclerbirligi,0,0,D,0,0,D,,,,,,,,,,,,,
2012-08-25,Fenerbahce,Gaziantepspor,3,0,H,1,0,H,,,,,,,,,,,,,
2012-08-25,Orduspor,Eskisehirspor,2,0,H,2,0,H,,,,,,,,,,,,,
2012-08-25,Sivasspor,Mersin Idman Yurdu,3,3,D,3,2,H,,,,,,,,,,,,,
2012-08-26,Besiktas,Galatasaray,3,3,D,2,2,D,,,,,,,,,,,,,
2012-08-26,Bursaspor,Buyuksehyr,0,1,A,0,0,D,,,,,,,,,,,,,
2012-08-26,Trabzonspor,Elazigspor,2,0,H,1,0,H,,,,,,,,,,,,,
2012-08-27,Antalyaspor,Kayserispor,3,0,H,0,0,D,,,,,,,,,,,,,
2012-08-31,Genclerbirligi,Orduspor,1,1,D,0,1,A,,,,,,,,,,,,,
2012-08-31,Mersin Idman Yurdu,Eskisehirspor,1,3,A,1,2,A,,,,,,,,,,,,,
2012-09-01,Buyuksehyr,Antalyaspor,0,1,A,0,1,A,,,,,,,,,,,,,
2012-09-01,Elazigspor,Kasimpasa,0,3,A,0,1,A,,,,,,,,,,,,,
2012-09-01,Karabukspor,Besiktas,0,3,A,0,3,A,,,,,,,,,,,,,
2012-09-01,Kayserispor,Akhisar Belediyespor,1,1,D,1,0,H,,,,,,,,,,,,,
2012-09-02,Galatasaray,Bursaspor,3,2,H,1,0,H,,,,,,,,,,,,,
2012-09-02,Gaziantepspor,Trabzonspor,1,0,H,0,0,D,,,,,,,,,,,,,
2012-09-02,Sivasspor,Fenerbahce,0,0,D,0,0,D,,,,,,,,,,,,,
2012-09-15,Antalyaspor,Galatasaray,0,4,A,0,2,A,,,,,,,,,,,,,
2012-09-15,Bursaspor,Karabukspor,4,1,H,2,1,H,,,,,,,,,,,,,
2012-09-15,Kasimpasa,Gaziantepspor,3,0,H,0,0,D,,,,,,,,,,,,,
2012-09-16,Akhisar Belediyespor,Buyuksehyr,0,4,A,0,1,A,,,,,,,,,,,,,
2012-09-16,Eskisehirspor,Genclerbirligi,4,2,H,2,0,H,,,,,,,,,,,,,
2012-09-16,Fenerbahce,Mersin Idman Yurdu,2,1,H,1,1,D,,,,,,,,,,,,,
2012-09-16,Trabzonspor,Sivasspor,1,0,H,0,0,D,,,,,,,,,,,,,
2012-09-17,Besiktas,Elazigspor,3,0,H,0,0,D,,,,,,,,,,,,,
2012-09-17,Orduspor,Kayserispor,3,2,H,2,1,H,,,,,,,,,,,,,
2012-09-21,Karabukspor,Antalyaspor,1,0,H,0,0,D,,,,,,,,,,,,,
2012-09-22,Buyuksehyr,Orduspor,1,1,D,0,0,D,,,,,,,,,,,,,
2012-09-22,Gaziantepspor,Besiktas,3,2,H,0,1,A,,,,,,,,,,,,,
2012-09-22,Kayserispor,Eskisehirspor,3,2,H,2,1,H,,,,,,,,,,,,,
2012-09-22,Mersin Idman Yurdu,Genclerbirligi,1,1,D,0,1,A,,,,,,,,,,,,,
2012-09-23,Elazigspor,Bursaspor,1,1,D,1,0,H,,,,,,,,,,,,,
2012-09-23,Galatasaray,Akhisar Belediyespor,3,0,H,2,0,H,,,,,,,,,,,,,
2012-09-23,Sivasspor,Kasimpasa,1,0,H,1,0,H,,,,,,,,,,,,,
2012-09-24,Fenerbahce,Trabzonspor,0,0,D,0,0,D,,,,,,,,,,,,,
2012-09-28,Orduspor,Galatasaray,2,0,H,1,0,H,,,,,,,,,,,,,
2012-09-29,Akhisar Belediyespor,Karabukspor,1,3,A,0,1,A,,,,,,,,,,,,,
2012-09-29,Bursaspor,Gaziantepspor,1,1,D,0,1,A,,,,,,,,,,,,,
2012-09-29,Kasimpasa,Fenerbahce,2,0,H,0,0,D,,,,,,,,,,,,,
2012-09-30,Antalyaspor,Elazigspor,4,0,H,1,0,H,,,,,,,,,,,,,
2012-09-30,Eskisehirspor,Buyuksehyr,1,0,H,0,0,D,,,,,,,,,,,,,
2012-09-30,Genclerbirligi,Kayserispor,4,0,H,2,0,H,,,,,,,,,,,,,
2012-09-30,Trabzonspor,Mersin Idman Yurdu,1,1,D,0,1,A,,,,,,,,,,,,,
2012-10-01,Besiktas,Sivasspor,0,1,A,0,0,D,,,,,,,,,,,,,
