Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
2018-08-10,Ankaragucu,Galatasaray,1,3,A,1,2,A,,3,12,1,4,15,9,2,4,2,2,0,0
2018-08-11,Fenerbahce,Bursaspor,2,1,H,2,1,H,,7,6,2,3,12,15,4,4,3,3,0,0
2018-08-11,Rizespor,Kasimpasa,2,3,A,1,0,H,,8,14,5,6,13,14,3,6,2,1,0,0
2018-08-11,Sivasspor,Alanyaspor,1,0,H,0,0,D,,12,9,5,3,13,16,4,7,1,3,0,0
2018-08-12,Besiktas,Akhisar Belediyespor,2,1,H,2,0,H,,13,8,4,4,17,16,12,3,3,6,0,0
2018-08-12,Buyuksehyr,Trabzonspor,2,0,H,1,0,H,,15,8,5,0,16,15,9,2,2,2,0,0
2018-08-12,Goztep,Yeni Malatyaspor,1,3,A,0,1,A,,10,6,4,3,11,11,4,0,4,5,2,1
2018-08-12,Konyaspor,Erzurum BB,3,2,H,2,1,H,,16,6,9,4,11,14,4,7,1,2,0,0
2018-08-13,Kayserispor,Antalyaspor,2,0,H,1,0,H,,8,4,5,1,16,8,6,2,0,2,0,1
2018-08-17,Trabzonspor,Sivasspor,3,1,H,3,1,H,,10,12,8,3,12,19,8,5,1,4,0,0
2018-08-18,Antalyaspor,Konyaspor,3,3,D,1,2,A,,12,10,9,4,17,19,7,3,1,5,0,1
2018-08-18,Bursaspor,Kayserispor,0,0,D,0,0,D,,9,4,2,0,11,12,6,4,2,2,0,0
2018-08-18,Yeni Malatyaspor,Fenerbahce,1,0,H,0,0,D,,14,13,2,4,14,9,2,3,2,0,0,0
2018-08-19,Akhisar Belediyespor,Rizespor,1,1,D,0,1,A,,8,24,3,10,18,14,4,3,0,1,1,0
2018-08-19,Alanyaspor,Ankaragucu,0,2,A,0,0,D,,19,5,5,4,19,15,6,2,3,6,1,1
2018-08-19,Erzurum BB,Besiktas,1,3,A,1,0,H,,10,10,3,6,11,7,9,9,0,3,0,0
2018-08-19,Galatasaray,Goztep,1,0,H,1,0,H,,11,9,5,2,13,14,6,6,4,2,0,0
2018-08-20,Kasimpasa,Buyuksehyr,2,1,H,0,0,D,,13,15,3,5,18,16,5,2,0,3,0,0
2018-08-24,Rizespor,Erzurum BB,0,0,D,0,0,D,,9,11,2,3,9,20,4,7,1,1,0,0
2018-08-25,Ankaragucu,Trabzonspor,2,2,D,1,1,D,,15,9,6,7,11,12,5,9,2,2,0,0
2018-08-25,Goztep,Fenerbahce,1,0,H,0,0,D,,5,9,1,1,16,16,4,5,2,1,0,0
2018-08-25,Kayserispor,Yeni Malatyaspor,0,0,D,0,0,D,,13,6,5,2,15,13,4,6,2,1,0,0
2018-08-26,Besiktas,Antalyaspor,2,3,A,1,3,A,,28,7,10,5,15,19,12,1,2,7,0,0
2018-08-26,Konyaspor,Bursaspor,1,1,D,1,1,D,,16,12,6,4,18,14,11,6,2,3,0,0
2018-08-26,Sivasspor,Kasimpasa,0,3,A,0,1,A,,31,9,3,6,8,9,7,2,0,3,0,0
2018-08-27,Buyuksehyr,Akhisar Belediyespor,3,1,H,1,1,D,,19,9,6,2,9,14,6,2,2,4,0,0
2018-08-27,Galatasaray,Alanyaspor,6,0,H,1,0,H,,17,4,9,1,12,7,4,1,0,1,0,0
2018-08-31,Yeni Malatyaspor,Konyaspor,0,1,A,0,1,A,,11,6,3,4,9,23,3,1,2,4,0,0
2018-09-01,Akhisar Belediyespor,Sivasspor,1,1,D,0,0,D,,22,11,6,4,19,17,5,1,1,3,0,0
2018-09-01,Alanyaspor,Goztep,1,0,H,0,0,D,,9,10,2,2,16,12,5,8,2,2,0,0
2018-09-01,Fenerbahce,Kayserispor,2,3,A,1,0,H,,15,20,4,11,11,12,4,4,4,2,0,1
2018-09-01,Trabzonspor,Galatasaray,4,0,H,3,0,H,,13,8,6,0,11,7,1,1,2,1,0,1
2018-09-02,Antalyaspor,Rizespor,2,1,H,0,1,A,,13,6,4,2,12,13,5,5,3,3,1,1
2018-09-02,Bursaspor,Besiktas,1,1,D,0,0,D,,9,11,3,4,14,15,4,3,2,2,0,0
2018-09-02,Erzurum BB,Buyuksehyr,0,1,A,0,1,A,,16,5,3,2,13,11,8,2,3,1,0,0
2018-09-02,Kasimpasa,Ankaragucu,2,1,H,1,0,H,,10,15,4,7,8,11,5,6,1,3,0,0
