Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
2016-08-19,Adanaspor,Bursaspor,1,2,A,1,0,H,,,,,,,,,,,,,
2016-08-20,Besiktas,Alanyaspor,4,1,H,2,0,H,,,,,,,,,,,,,
2016-08-20,Rizespor,Konyaspor,1,1,D,0,0,D,,,,,,,,,,,,,
2016-08-20,Trabzonspor,Kasimpasa,2,0,H,1,0,H,,,,,,,,,,,,,
2016-08-21,Antalyaspor,Osmanlispor,0,0,D,0,0,D,,,,,,,,,,,,,
2016-08-21,Buyuksehyr,Fenerbahce,1,0,H,1,0,H,,,,,,,,,,,,,
2016-08-21,Genclerbirligi,Gaziantepspor,2,0,H,1,0,H,,,,,,,,,,,,,
2016-08-21,Kayserispor,Akhisar Belediyespor,0,2,A,0,0,D,,,,,,,,,,,,,
2016-08-22,Galatasaray,Karabukspor,1,0,H,0,0,D,,,,,,,,,,,,,
2016-08-26,Alanyaspor,Antalyaspor,2,1,H,0,1,A,,,,,,,,,,,,,
2016-08-26,Konyaspor,Besiktas,2,2,D,1,1,D,,,,,,,,,,,,,
2016-08-27,Akhisar Belediyespor,Galatasaray,1,3,A,1,1,D,,,,,,,,,,,,,
2016-08-27,Gaziantepspor,Trabzonspor,1,0,H,0,0,D,,,,,,,,,,,,,
2016-08-27,Kasimpasa,Adanaspor,1,1,D,1,0,H,,,,,,,,,,,,,
2016-08-28,Bursaspor,Buyuksehyr,0,2,A,0,1,A,,,,,,,,,,,,,
2016-08-28,Fenerbahce,Kayserispor,3,3,D,2,2,D,,,,,,,,,,,,,
2016-08-28,Karabukspor,Rizespor,3,0,H,1,0,H,,,,,,,,,,,,,
2016-08-28,Osmanlispor,Genclerbirligi,2,2,D,2,1,H,,,,,,,,,,,,,
2016-09-10,Adanaspor,Gaziantepspor,0,0,D,0,0,D,,,,,,,,,,,,,
2016-09-10,Besiktas,Karabukspor,3,1,H,2,0,H,,,,,,,,,,,,,
2016-09-10,Buyuksehyr,Kasimpasa,3,1,H,0,1,A,,,,,,,,,,,,,
2016-09-10,Genclerbirligi,Alanyaspor,0,0,D,0,0,D,,,,,,,,,,,,,
2016-09-10,Kayserispor,Galatasaray,1,1,D,1,1,D,,,,,,,,,,,,,
2016-09-11,Antalyaspor,Konyaspor,1,3,A,0,0,D,,,,,,,,,,,,,
2016-09-11,Fenerbahce,Bursaspor,0,1,A,0,1,A,,,,,,,,,,,,,
2016-09-11,Rizespor,Akhisar Belediyespor,1,0,H,0,0,D,,,,,,,,,,,,,
2016-09-11,Trabzonspor,Osmanlispor,0,2,A,0,1,A,,,,,,,,,,,,,
2016-09-16,Bursaspor,Kayserispor,3,1,H,1,1,D,,,,,,,,,,,,,
2016-09-16,Karabukspor,Antalyaspor,3,2,H,0,0,D,,,,,,,,,,,,,
2016-09-17,Alanyaspor,Trabzonspor,3,0,H,0,0,D,,,,,,,,,,,,,
2016-09-17,Galatasaray,Rizespor,2,0,H,1,0,H,,,,,,,,,,,,,
2016-09-18,Akhisar Belediyespor,Besiktas,0,2,A,0,2,A,,,,,,,,,,,,,
2016-09-18,Gaziantepspor,Buyuksehyr,0,1,A,0,0,D,,,,,,,,,,,,,
2016-09-18,Konyaspor,Genclerbirligi,1,1,D,0,1,A,,,,,,,,,,,,,
2016-09-18,Osmanlispor,Adanaspor,1,0,H,0,0,D,,,,,,,,,,,,,
2016-09-19,Kasimpasa,Fenerbahce,1,5,A,0,3,A,,,,,,,,,,,,,
2016-09-23,Antalyaspor,Akhisar Belediyespor,0,0,D,0,0,D,,,,,,,,,,,,,
2016-09-24,Besiktas,Galatasaray,2,2,D,0,2,A,,,,,,,,,,,,,
2016-09-24,Buyuksehyr,Osmanlispor,2,2,D,0,1,A,,,,,,,,,,,,,
2016-09-24,Trabzonspor,Konyaspor,1,0,H,0,0,D,,,,,,,,,,,,,
2016-09-25,Bursaspor,Kasimpasa,1,0,H,0,0,D,,,,,,,,,,,,,
2016-09-25,Fenerbahce,Gaziantepspor,2,1,H,1,0,H,,,,,,,,,,,,,
2016-09-25,Genclerbirligi,Karabukspor,2,0,H,0,0,D,,,,,,,,,,,,,
2016-09-25,Kayserispor,Rizespor,2,1,H,2,0,H,,,,,,,,,,,,,
2016-09-26,Adanaspor,Alanyaspor,3,2,H,2,1,H,,,,,,,,,,,,,
2016-09-30,Akhisar Belediyespor,Genclerbirligi,0,0,D,0,0,D,,,,,,,,,,,,,
2016-10-01,Gaziantepspor,Bursaspor,3,2,H,1,1,D,,,,,,,,,,,,,
2016-10-01,Karabukspor,Trabzonspor,4,0,H,0,0,D,,,,,,,,,,,,,
2016-10-01,Kasimpasa,Kayserispor,3,1,H,0,1,A,,,,,,,,,,,,,
2016-10-01,Rizespor,Besiktas,0,1,A,0,0,D,,,,,,,,,,,,,
2016-10-02,Alanyaspor,Buyuksehyr,0,5,A,0,1,A,,,,,,,,,,,,,
2016-10-02,Galatasaray,Antalyaspor,3,1,H,0,1,A,,,,,,,,,,,,,
2016-10-02,Konyaspor,Adanaspor,1,0,H,0,0,D,,,,,,,,,,,,,
2016-10-02,Osmanlispor,Fenerbahce,1,1,D,1,0,H,,,,,,,,,,,,,
2016-10-15,Adanaspor,Karabukspor,1,2,A,0,2,A,,,,,,,,,,,,,
2016-10-15,Genclerbirligi,Galatasaray,0,1,A,0,1,A,,,,,,,,,,,,,
2016-10-15,Kasimpasa,Gaziantepspor,0,0,D,0,0,D,,,,,,,,,,,,,
2016-10-15,Kayserispor,Besiktas,0,1,A,0,0,D,,,,,,,,,,,,,
2016-10-16,Bursaspor,Osmanlispor,0,0,D,0,0,D,,,,,,,,,,,,,
2016-10-16,Buyuksehyr,Konyaspor,1,1,D,0,0,D,,,,,,,,,,,,,
2016-10-16,Fenerbahce,Alanyaspor,1,1,D,1,0,H,,,,,,,,,,,,,
2016-10-16,Trabzonspor,Akhisar Belediyespor,0,0,D,0,0,D,,,,,,,,,,,,,
2016-10-17,Antalyaspor,Rizespor,1,1,D,0,0,D,,,,,,,,,,,,,
2016-10-21,Gaziantepspor,Kayserispor,1,2,A,1,0,H,,,,,,,,,,,,,
2016-10-21,Rizespor,Genclerbirligi,2,1,H,1,0,H,,,,,,,,,,,,,
2016-10-22,Akhisar Belediyespor,Adanaspor,1,0,H,1,0,H,,,,,,,,,,,,,
2016-10-22,Alanyaspor,Bursaspor,0,2,A,0,0,D,,,,,,,,,,,,,
2016-10-22,Galatasaray,Trabzonspor,0,1,A,0,1,A,,,,,,,,,,,,,
2016-10-23,Besiktas,Antalyaspor,3,0,H,1,0,H,,,,,,,,,,,,,
2016-10-23,Karabukspor,Buyuksehyr,0,2,A,0,2,A,,,,,,,,,,,,,
2016-10-23,Osmanlispor,Kasimpasa,1,2,A,0,0,D,,,,,,,,,,,,,
2016-10-24,Konyaspor,Fenerbahce,0,1,A,0,1,A,,,,,,,,,,,,,
2016-10-28,Genclerbirligi,Besiktas,1,1,D,1,0,H,,,,,,,,,,,,,
2016-10-29,Adanaspor,Galatasaray,0,1,A,0,0,D,,,,,,,,,,,,,
2016-10-29,Bursaspor,Konyaspor,2,0,H,0,0,D,,,,,,,,,,,,,
2016-10-29,Gaziantepspor,Osmanlispor,3,1,H,1,1,D,,,,,,,,,,,,,
2016-10-30,Buyuksehyr,Akhisar Belediyespor,5,1,H,4,1,H,,,,,,,,,,,,,
2016-10-30,Fenerbahce,Karabukspor,5,0,H,2,0,H,,,,,,,,,,,,,
2016-10-30,Trabzonspor,Rizespor,2,2,D,1,1,D,,,,,,,,,,,,,
2016-10-31,Kasimpasa,Alanyaspor,2,1,H,2,1,H,,,,,,,,,,,,,
2016-10-31,Kayserispor,Antalyaspor,0,1,A,0,1,A,,,,,,,,,,,,,
2016-11-04,Galatasaray,Buyuksehyr,1,2,A,1,1,D,,,,,,,,,,,,,
2016-11-05,Alanyaspor,Gaziantepspor,4,3,H,1,2,A,,,,,,,,,,,,,
2016-11-05,Antalyaspor,Genclerbirligi,1,0,H,1,0,H,,,,,,,,,,,,,
2016-11-05,Besiktas,Trabzonspor,2,1,H,2,1,H,,,,,,,,,,,,,
2016-11-05,Karabukspor,Bursaspor,0,0,D,0,0,D,,,,,,,,,,,,,
2016-11-06,Akhisar Belediyespor,Fenerbahce,1,3,A,0,1,A,,,,,,,,,,,,,
2016-11-06,Konyaspor,Kasimpasa,2,1,H,2,0,H,,,,,,,,,,,,,
2016-11-06,Osmanlispor,Kayserispor,1,1,D,0,0,D,,,,,,,,,,,,,
2016-11-06,Rizespor,Adanaspor,2,2,D,1,1,D,,,,,,,,,,,,,
2016-11-19,Adanaspor,Besiktas,1,2,A,0,2,A,,,,,,,,,,,,,
2016-11-19,Bursaspor,Akhisar Belediyespor,0,0,D,0,0,D,,,,,,,,,,,,,
2016-11-19,Gaziantepspor,Konyaspor,0,3,A,0,1,A,,,,,,,,,,,,,
2016-11-19,Osmanlispor,Alanyaspor,2,0,H,2,0,H,,,,,,,,,,,,,
2016-11-20,Fenerbahce,Galatasaray,2,0,H,1,0,H,,,,,,,,,,,,,
2016-11-20,Kasimpasa,Karabukspor,2,2,D,1,2,A,,,,,,,,,,,,,
2016-11-20,Kayserispor,Genclerbirligi,0,2,A,0,0,D,,,,,,,,,,,,,
2016-11-21,Buyuksehyr,Rizespor,2,1,H,1,1,D,,,,,,,,,,,,,
2016-11-21,Trabzonspor,Antalyaspor,0,1,A,0,1,A,,,,,,,,,,,,,
2016-11-25,Alanyaspor,Kayserispor,3,0,H,0,0,D,,,,,,,,,,,,,
2016-11-25,Galatasaray,Bursaspor,3,1,H,1,1,D,,,,,,,,,,,,,
2016-11-26,Akhisar Belediyespor,Kasimpasa,1,0,H,1,0,H,,,,,,,,,,,,,
2016-11-26,Antalyaspor,Adanaspor,1,0,H,1,0,H,,,,,,,,,,,,,
2016-11-26,Besiktas,Buyuksehyr,1,1,D,0,1,A,,,,,,,,,,,,,
2016-11-26,Karabukspor,Gaziantepspor,2,0,H,2,0,H,,,,,,,,,,,,,
2016-11-27,Genclerbirligi,Trabzonspor,0,0,D,0,0,D,,,,,,,,,,,,,
2016-11-27,Rizespor,Fenerbahce,1,5,A,1,3,A,,,,,,,,,,,,,
2016-11-28,Konyaspor,Osmanlispor,1,1,D,0,1,A,,,,,,,,,,,,,
2016-12-03,Buyuksehyr,Antalyaspor,2,2,D,1,1,D,,,,,,,,,,,,,
2016-12-03,Fenerbahce,Besiktas,0,0,D,0,0,D,,,,,,,,,,,,,
2016-12-04,Adanaspor,Genclerbirligi,0,2,A,0,1,A,,,,,,,,,,,,,
2016-12-04,Alanyaspor,Konyaspor,2,3,A,0,2,A,,,,,,,,,,,,,
2016-12-04,Gaziantepspor,Akhisar Belediyespor,1,2,A,1,0,H,,,,,,,,,,,,,
2016-12-04,Kasimpasa,Galatasaray,1,2,A,0,1,A,,,,,,,,,,,,,
2016-12-04,Osmanlispor,Karabukspor,2,1,H,2,1,H,,,,,,,,,,,,,
2016-12-05,Bursaspor,Rizespor,2,1,H,0,0,D,,,,,,,,,,,,,
2016-12-05,Kayserispor,Trabzonspor,0,1,A,0,1,A,,,,,,,,,,,,,
2016-12-09,Trabzonspor,Adanaspor,4,1,H,1,1,D,,,,,,,,,,,,,
2016-12-10,Besiktas,Bursaspor,2,1,H,0,0,D,,,,,,,,,,,,,
2016-12-10,Genclerbirligi,Buyuksehyr,0,0,D,0,0,D,,,,,,,,,,,,,
2016-12-10,Rizespor,Kasimpasa,0,1,A,0,1,A,,,,,,,,,,,,,
2016-12-11,Akhisar Belediyespor,Osmanlispor,1,2,A,0,1,A,,,,,,,,,,,,,
2016-12-11,Galatasaray,Gaziantepspor,3,1,H,1,0,H,,,,,,,,,,,,,
2016-12-11,Karabukspor,Alanyaspor,0,2,A,0,1,A,,,,,,,,,,,,,
2016-12-11,Konyaspor,Kayserispor,1,0,H,1,0,H,,,,,,,,,,,,,
2016-12-12,Antalyaspor,Fenerbahce,1,0,H,0,0,D,,,,,,,,,,,,,
2016-12-17,Buyuksehyr,Trabzonspor,1,0,H,0,0,D,,,,,,,,,,,,,
2016-12-17,Kasimpasa,Besiktas,2,1,H,0,1,A,,,,,,,,,,,,,
2016-12-18,Adanaspor,Kayserispor,2,1,H,0,1,A,,,,,,,,,,,,,
2016-12-18,Alanyaspor,Akhisar Belediyespor,0,0,D,0,0,D,,,,,,,,,,,,,
2016-12-18,Gaziantepspor,Rizespor,1,2,A,1,1,D,,,,,,,,,,,,,
2016-12-18,Karabukspor,Konyaspor,1,1,D,0,1,A,,,,,,,,,,,,,
2016-12-18,Osmanlispor,Galatasaray,2,2,D,1,1,D,,,,,,,,,,,,,
2016-12-19,Bursaspor,Antalyaspor,2,1,H,2,1,H,,,,,,,,,,,,,
2016-12-19,Fenerbahce,Genclerbirligi,3,0,H,1,0,H,,,,,,,,,,,,,
2016-12-24,Adanaspor,Buyuksehyr,1,1,D,0,1,A,,,,,,,,,,,,,
2016-12-24,Besiktas,Gaziantepspor,1,0,H,1,0,H,,,,,,,,,,,,,
2016-12-25,Akhisar Belediyespor,Konyaspor,1,0,H,0,0,D,,,,,,,,,,,,,
2016-12-25,Antalyaspor,Kasimpasa,2,1,H,0,0,D,,,,,,,,,,,,,
2016-12-25,Galatasaray,Alanyaspor,5,1,H,2,1,H,,,,,,,,,,,,,
2016-12-25,Kayserispor,Karabukspor,2,0,H,1,0,H,,,,,,,,,,,,,
2016-12-25,Rizespor,Osmanlispor,0,1,A,0,0,D,,,,,,,,,,,,,
2016-12-26,Genclerbirligi,Bursaspor,3,1,H,1,1,D,,,,,,,,,,,,,
2016-12-26,Trabzonspor,Fenerbahce,0,3,A,0,2,A,,,,,,,,,,,,,
2017-01-13,Bursaspor,Trabzonspor,1,2,A,1,2,A,,,,,,,,,,,,,
2017-01-14,Alanyaspor,Rizespor,2,3,A,0,2,A,,,,,,,,,,,,,
2017-01-14,Buyuksehyr,Kayserispor,5,0,H,2,0,H,,,,,,,,,,,,,
2017-01-14,Karabukspor,Akhisar Belediyespor,1,0,H,0,0,D,,,,,,,,,,,,,
2017-01-14,Konyaspor,Galatasaray,0,1,A,0,0,D,,,,,,,,,,,,,
2017-01-15,Fenerbahce,Adanaspor,2,2,D,1,2,A,,,,,,,,,,,,,
2017-01-15,Gaziantepspor,Antalyaspor,0,3,A,0,2,A,,,,,,,,,,,,,
2017-01-15,Kasimpasa,Genclerbirligi,3,0,H,3,0,H,,,,,,,,,,,,,
2017-01-16,Osmanlispor,Besiktas,0,2,A,0,1,A,,,,,,,,,,,,,
2017-01-21,Akhisar Belediyespor,Kayserispor,0,0,D,0,0,D,,,,,,,,,,,,,
2017-01-21,Bursaspor,Adanaspor,0,1,A,0,0,D,,,,,,,,,,,,,
2017-01-21,Karabukspor,Galatasaray,2,1,H,1,1,D,,,,,,,,,,,,,
2017-01-21,Konyaspor,Rizespor,2,1,H,1,1,D,,,,,,,,,,,,,
2017-01-22,Fenerbahce,Buyuksehyr,1,0,H,1,0,H,,,,,,,,,,,,,
2017-01-22,Kasimpasa,Trabzonspor,0,1,A,0,1,A,,,,,,,,,,,,,
